,brand,family,reference,name,produced,limited,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,movementType,movementBrand,movementCaliber,movementDisplay,movementDiameter,movementJewels,movementReserve,movementFrequency,movementTime,description,imageLink,imagePath
691,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Black / Rubber / Folding,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.BA99 has a black dial with black subdials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-ba99-279s-a20d-2-51.png,images_latest/ab015212-ba99-279s-a20d-2-51.png
692,Archimede,Pilot,,Pilot 45 KS Stainless Steel / Black / Bracelet,,No,Stainless steel,Sapphire,Open,Round,45.00 mm,10.50 mm,,Black,,Arabic Numerals,Sword,Handwound,ETA,6498-1,Analog,36.60 mm,17.0,46 h,18000 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot 45 KS is powered by the hand-wound ETA 6498 movement, with small seconds at 6 o'clock. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel and measures 45mm across. The Pilot 45 KS is available with display back or - as an option - with a solid case back.

The catchy Pilot crown is designed for optimal usability, both when winding and while setting the time. The classic pilot's-style dial with luminous hands allows a clear time reading. 

Reference UA7949BM-H1.1 is fitted with a stainless steel bracelet.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7949bm-h1-1-4c.jpg,images_latest/ua7949bm-h1-1-4c.jpg
693,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Panda / Calf / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.G724 has a stainless steel case and a 'Mercury' silver dial with anthracite sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-g724-105x-a20ba-1-2d.png,images_latest/ab015212-g724-105x-a20ba-1-2d.png
694,Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Croco / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-731p-r20ba-1-b7.png,images_latest/r4531012-bb70-731p-r20ba-1-b7.png
695,Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Blue / Leather,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Blue,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a blue dial and is fitted a leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239-a3-1-h-f2.jpg,images_latest/ua8239-a3-1-h-f2.jpg
696,Audemars Piguet,Millenary,,Millenary Hand-wound Frosted White Gold / Aventurine / Bracelet,2019,No,White gold,Sapphire,Open,Oval,39.50 mm,9.80 mm,20.00 mm,Blue,Aventurine,Stick / Dot,Alpha,Handwound,Audemars Piguet,AP 5201,Analog,32.74 mm,19.0,54 h,21600 bph,"Hours, Minutes, Small Seconds",The Audemars Piguet Millenary 77244BC.GG.1272BC.01 has a white gold case with frosted finish and an aventurine dial.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/77244bc-gg-1272bc-01-48.png,images_latest/77244bc-gg-1272bc-01-48.png
697,Breitling,Transocean,,Transocean Chronograph 1461 Stainless Steel / Black / Croco / Pin,,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1931012-bb68-743p-97.jpg,images_latest/a1931012-bb68-743p-97.jpg
698,Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Croco / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-744p-r20d-1-1d.png,images_latest/r4531012-bb70-744p-r20d-1-1d.png
699,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Croco / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212/BF26 has a black dial with contrasting sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-737p-a20ba-1-fc.png,images_latest/ab015212-bf26-737p-a20ba-1-fc.png
700,Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Black / Leather,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Black,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a black dial and is fitted a leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239-a2-1-h-6f.jpg,images_latest/ua8239-a2-1-h-6f.jpg
701,Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Croco / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-731p-r20ba-1-13.png,images_latest/r4531012-g752-731p-r20ba-1-13.png
702,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Black / Calf / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.BA99 has a black dial with black subdials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-ba99-433x-a20ba-1-a2.png,images_latest/ab015212-ba99-433x-a20ba-1-a2.png
703,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Black / Calf / Folding,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212.BA99 has a black dial with black subdials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-ba99-436x-a20d-1-aa.png,images_latest/ab015212-ba99-436x-a20d-1-aa.png
704,Bell & Ross,Instruments,,BR 01 94 Red Chronograph,,No,Stainless steel,Sapphire,Closed,Square,46.00 mm,,,Black,,Mixed,Sword,Automatic,ETA,2894-2,Analog,28.00 mm,37.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a stainless steel case with matte black PVD finish, over-sized red Arabic numerals and a rubber strap. The three-counter chronograph movement is automatic and also features a date window at 4:30.
Reference BR0194-RED",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0194red-bc.jpg,images_latest/br0194red-bc.jpg
705,Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Croco / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-731p-a20ba-1-d5.png,images_latest/a4531012-bb69-731p-a20ba-1-d5.png
706,Audemars Piguet,Jules Audemars,,Jules Audemars 26380 Dual Time Pink Gold / Silver,,No,Pink gold,Sapphire,Open,Round,41.00 mm,9.25 mm,,Silver,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2329 / 2846,Analog,26.50 mm,33.0,38 h,28800 bph,"Hours, Minutes, Additional 12 Hour Hand (adjustable), Day / Night Indication",The Jules Audemars 26380OR.OO.D088CR.01 has a pink gold case and a silver dial with sunburst finish. It is powered by the self-winding caliber 2329 with module 2846.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26380or-oo-d088cr-01-98.png,images_latest/26380or-oo-d088cr-01-98.png
707,Breitling,Transocean,,Transocean Chronograph Red Gold / Diamond / Silver / Croco,2011,No,Red Gold,Sapphire,Open,Round,43.00 mm,,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/rb015253-g738-737p-c7.jpg,images_latest/rb015253-g738-737p-c7.jpg
708,Audemars Piguet,Millenary,,Millenary Chronograph Pink Gold / Brown,2011,No,Pink gold,Sapphire,Open,Oval,47.00 mm,12.70 mm,,Black,,Roman Numerals,Alpha,Automatic,Audemars Piguet,AP 2385,Analog,26.20 mm,37.0,40 h,21600 bph,"Hours, Minutes, Small Seconds","The Audemars Piguet Millenary Chronograph 26145OR.OO.D093CR.01 has a pink gold case, which houses the self-winding caliber 2385. The brown dial has a silver off-center disc for the hours.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/26145or-oo-d093cr-01-55.png,images_latest/26145or-oo-d093cr-01-55.png
709,Audemars Piguet,Jules Audemars,,Jules Audemars 26153 Chronometer Pink Gold / Black,,No,Pink gold,Sapphire,Open,Round,46.00 mm,12.70 mm,,Black,Enamel,Roman Numerals,Feuille,Handwound,Audemars Piguet,AP 2908,Analog,40.00 mm,33.0,90 h,43200 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26153OR.OO.D088CR.01 Chronometer has a pink gold case . The dial at 12 is black enamel; the small seconds dial is black lacquered. This watch is pwoered by the hand-wound caliber 2908, which runs a proprietary escapement at a fast-paced 6Hz.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26153or-oo-d088cr-01-c9.png,images_latest/26153or-oo-d088cr-01-c9.png
710,Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Silver / Calf,2016,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56.0,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u0-a790-443x-c4.jpg,images_latest/ab0510u0-a790-443x-c4.jpg
711,Bell & Ross,Instruments,,BR 01 92 Carbon Fiber Phantom,,"Yes, 500 units",,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,Stick,Automatic,ETA,2892-A2,Analog,25.60 mm,21.0,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The BR 01 Carbon Fiber is made from carbon fiber: case, dial and strap. The ultra-light and extremely tough carbon fiber optimizes the watch's performance: it gives the wearer unrivalled comfort without compromising the solidity of the case. On the Phantom version, the dial and hands are extra discrete.
Reference BR0192-CA-FIBER-PH",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192-ca-fiber-ph-13.png,images_latest/br0192-ca-fiber-ph-13.png
