basic_info_brand,basic_info_family,basic_info_reference,basic_info_name,basic_info_produced,basic_info_limited,case_material,case_glass,case_back,case_shape,case_diameter,case_height,case_lug width,dial_color,dial_material,dial_indexes,dial_hands,movement_type,movement_brand,movement_caliber,movement_display,movement_diameter,movement_jewels,movement_reserve,movement_frequency,movement_time,description,image_link
Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Black / Milanese,2012,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u4b-b62-152a-ed.jpg
Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Calf / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-433x-r20ba-1-ca.png
Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Black / Calf,2016,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u4-be84-439x-49.jpg
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-732p-a20d-1-e8.png
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Calf / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212/BF26 has a black dial with contrasting sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-435x-a20ba-1-3e.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-740p-a20d-1-1f.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Calf / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-105x-a20ba-1-3d.png
Audemars Piguet,Jules Audemars,,Jules Audemars 26344 Grande Sonnerie Carillon Platinum / Silver,2016,"Yes, 1 unit",Platinum,Sapphire,Open,Round,39.00 mm,11.10 mm,,Silver,Yellow gold,Stick / Dot,Feuille,Handwound,Audemars Piguet,AP 2945,Analog,29.90 mm,53,48 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26344PT.OO.D028CR.01 is a unique piece created in 2016. It features a platinum case and a silver guilloché dial. It is powered by the hand-wound caliber 2945, which features a triple tone grande sonnerie, smalls seconds and a power reserve indicator.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26344pt-oo-d028cr-01-8d.png
Bell & Ross,Instruments,,BR 01 92 Gold Ingot,,No,Pink gold,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Gold,,Mixed,Sword,Automatic,ETA,2892-A2,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
A precious and exclusive version of the aviation instrument, the BR 01 Gold Ingot is made entirely from pink gold: case, dial and hands.
Reference BR0192-GOLD_INGOT",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0192goldingot-8c.jpg
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Calf / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-433x-a20ba-1-73.png
Breitling,Transocean,,Transocean Chronograph Unitime Red Gold / Silver / Croco,2012,No,Red Gold,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/rb0510u0-a733-756p-49.jpg
Audemars Piguet,Millenary,,Millenary Frosted Gold Philosophique White Gold / Blue,2019,No,White gold,Sapphire,Open,Oval,39.50 mm,10.90 mm,,Blue,,Stick / Dot,Alpha,Automatic,Audemars Piguet,AP 3140,Analog,26.60 mm,43,50 h,21600 bph,Hours,The 2019 Audemars Piguet Millenary Philosophique is a boutique exclusive available in either white or pink 'frosted' gold. This oval watch is powered by the self-wining caliber AP 3140 with one singular -though double-geared- hour hand.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/77266bc-gg-a326cr-01-5f.png
Audemars Piguet,Jules Audemars,,Jules Audemars 25984 Grande Complication Pink Gold / White Breguet / Bracelet,,No,Pink gold,Sapphire,Open,Round,42.00 mm,14.00 mm,,White,,Arabic Numerals,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 25984OR.OO.1138OR.01 has a pink gold case and a white dial with Breguet numerals. It is fitted with a flush fit pink gold bracelet.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/25984or-oo-1138or-01-a.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Calf / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-434x-a20d-1-87.png
Bell & Ross,Instruments,,BR 03 92 Black Matte,,No,Ceramic,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Automatic,ETA,2892-A2,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a  matte black ceramic case, a black dial with over-sized Arabic numerals and a rubber strap.
Reference BR0392-BL-CE",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392-bl-ce-c5.png
Audemars Piguet,Millenary,,Millenary Self-winding White Gold / MOP / Diamond,,No,White gold,Sapphire,Open,Oval,46.00 mm,9.60 mm,,White,Mother of Pearl,Roman Numerals,Feuille,Automatic,Audemars Piguet,AP 2325,Analog,26.50 mm,32,38 h,28800 bph,"Hours, Minutes, Seconds",The Audemars Piguet Millenary 15327BC.ZZ.D022CR.01 is a selfwinding watch with central seconds. Time is indicated on a white mother-of-pearl off-centered disc -  surrounded by 340 baguette-cut diamonds for a total of approx. 14.20 carats. It is powered by caliber 2325 though the date function is absent.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/15327bc-zz-d022cr-01-30.png
Audemars Piguet,Millenary,,Millenary Minute Repeater White Gold,2011,"Yes, 8 units",Pink gold,Sapphire,Open,Oval,47.00 mm,15.50 mm,,Anthracite,,Roman Numerals,Alpha,Handwound,Audemars Piguet,AP 2910,Analog,37.90 mm,38,168 h,21600 bph,"Hours, Minutes, Small Seconds",The Millenary Minute Repeater with AP escapement was introduced in 2011. It features the signature Millenary oval-shaped case paired with a hand-wound movement with AP escapement and minute repeater. Reference 26371TI.OO.D002CR.01 has a titanium case.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/26371ti-oo-d002cr-01-a0.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Military / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-106w-53.jpg
Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Rubber / Pin,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-278s-46.jpg
Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Calf / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-433x-r20ba-1-20.png
Audemars Piguet,Jules Audemars,,Jules Audemars 26346 Tourbillon Chronograph Openworked White Gold Boutique,2015,No,White gold,Sapphire,Open,Round,41.00 mm,13.30 mm,,Skeleton,,Stick / Dot,Poire,Handwound,Audemars Piguet,AP 2936,Analog,35.00 mm,28,72 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26346BC.OO.D002CR.02 is a boutique exclusive version of the Jules Audemars Tourbillon Chronograph. It features a white gold case and a skeletonized movement with chronograph and tourbillon escapement. The outer rim of the dial, featuring the seconds / minutes track, is black. 

Reference 26346BC.OO.D002CR.01 is similar but has its movement finished in a different manner.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26346bc-oo-d002cr-02-93.png
Bell & Ross,Instruments,,BR 01 Air Skull,2015/3 - 2015/9,"Yes, 500 units",Bronze,Sapphire,Closed,Square,46.00 mm,,24.00 mm,Black,,Mixed,,Automatic,Bell & Ross,BR-CAL.302,Analog,25.60 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","Introduced at BaselWorld 2015 and in boutiques September 2015, the Bell & Ross BR 01 Air Skull features the well known Bell & Ross skull design now fitted in a bronze case. It is powered by caliber 302 (no-date variation), a Sellita based automatic movement - it is placed off center (towards 12 o'clock) in the case.",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br01-air-skull-46.png
