Short_Name,School_Type,Primary_Category,Zip,Excelerate_Award_Gold_Year,Student_Attainment_Rating,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,School_Survey_Student_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Misconducts_To_Suspensions_Year_1_Pct,Average_Length_Suspension_Year_1_Pct,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Teacher_Attendance_Year_1_Pct,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,Chronic_Truancy_Pct,Supportive_School_Award,School_Latitude,School_Longitude
SOLORIO HS,Neighborhood,HS,"60,632",,MET EXPECTATIONS,,,,,WELL ORGANIZED,90.3,62,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,WEAK,3.8,25,2.3 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.1,96.3,"2,017","2,018",34.1,EMERGING,41.795201,-87.711059
FOSTER PARK,Neighborhood,ES,"60,620",2018,AVERAGE,46,46th,34,34th,WELL ORGANIZED,97.8,79.3,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",40,40th,90,90th,48,48th,32,32nd,39,39th,48,48th,26,26th,42,42nd,86,86th,12,12th,26,26th,21,21st,23,23rd,41,41st,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,VERY STRONG,3.2,52.2,2.8 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.6,93.9,"2,017","2,018",29.2,NOT RATED,41.738425,-87.668099
PRIETO,Neighborhood,ES,"60,639",2018,AVERAGE,51,51st,47,47th,PARTIALLY ORGANIZED,71.8,73,39%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",46,46th,22,22nd,37,37th,56,56th,41,41st,69,69th,66,66th,47,47th,15,15th,40,40th,68,68th,35,35th,53,53rd,48,48th,NEUTRAL,WEAK,STRONG,WEAK,NEUTRAL,VERY WEAK,1.9,36.5,2.8 days,NEUTRAL,STRONG,STRONG,94.9,95.2,"2,017","2,018",24.2,NOT RATED,41.921318,-87.765781
HAMILTON,Neighborhood,ES,"60,657",2018,FAR ABOVE AVERAGE,96,96th,93,93rd,WELL ORGANIZED,99.9,90.9,34%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",99,99th,94,94th,97,97th,96,96th,91,91st,97,97th,92,92nd,94,94th,95,95th,99,99th,98,98th,75,75th,92,92nd,83,83rd,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,1.3,17.1,1.0 days,STRONG,STRONG,STRONG,95.7,95.2,"2,017","2,018",10.8,EMERGING,41.94522,-87.670865
ORR HS,Neighborhood,HS,"60,624",,FAR BELOW EXPECTATIONS,,,,,WELL ORGANIZED,65.4,91.7,36%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,WEAK,41.1,43.4,1.9 days,STRONG,STRONG,NEUTRAL,62.1,93.5,"2,017","2,018",112.1,NOT RATED,41.894449,-87.726166
BASS,Neighborhood,ES,"60,621",2018,BELOW AVERAGE,19,19th,30,30th,WELL ORGANIZED,88.8,86.7,43%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",1,1st,5,5th,49,49th,10,10th,20,20th,52,52nd,67,67th,8,8th,30,30th,28,28th,19,19th,9,9th,50,50th,67,67th,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,8.4,16.4,2.5 days,NEUTRAL,WEAK,NEUTRAL,94.3,94.3,"2,017","2,018",27,ESTABLISHED,41.774246,-87.653532
BLACK,Magnet,ES,"60,617",,ABOVE AVERAGE,76,76th,64,64th,WELL ORGANIZED,85.9,82.1,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",21,21st,74,74th,66,66th,85,85th,79,79th,92,92nd,93,93rd,15,15th,82,82nd,73,73rd,66,66th,64,64th,67,67th,77,77th,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,5.1,14.4,1.4 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,95.4,95.9,"2,017","2,018",14.4,EMERGING,41.729692,-87.576643
CHICAGO MILITARY HS,Military academy,HS,"60,653",,BELOW EXPECTATIONS,,,,,WELL ORGANIZED,74.6,78.3,37%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NEUTRAL,STRONG,STRONG,NEUTRAL,WEAK,17.9,51.5,1.5 days,STRONG,STRONG,STRONG,91.8,96.8,"2,017","2,018",41.1,ESTABLISHED,41.830555,-87.619216
ARMSTRONG G,Neighborhood,ES,"60,645",2018,ABOVE AVERAGE,80,80th,88,88th,WELL ORGANIZED,94.6,90.6,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",82,82nd,76,76th,74,74th,67,67th,85,85th,87,87th,83,83rd,89,89th,89,89th,94,94th,71,71st,91,91st,90,90th,89,89th,VERY STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,1.4,24.4,1.8 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,95.7,94.9,"2,017","2,018",22.7,ESTABLISHED,42.01015,-87.684442
CARSON,Neighborhood,ES,"60,629",2018,AVERAGE,66,66th,62,62nd,NOT YET ORGANIZED,75.2,55.9,57%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",68,68th,72,72nd,62,62nd,53,53rd,48,48th,64,64th,87,87th,58,58th,57,57th,66,66th,55,55th,30,30th,52,52nd,92,92nd,NEUTRAL,VERY WEAK,WEAK,WEAK,WEAK,VERY WEAK,3,10.8,1.4 days,NEUTRAL,STRONG,NEUTRAL,96.2,96.4,"2,017","2,018",11.1,EMERGING,41.793272,-87.6878
CLAREMONT,Neighborhood,ES,"60,636",2018,BELOW AVERAGE,11,11th,9,9th,WELL ORGANIZED,91.2,86.1,47%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",1,1st,28,28th,15,15th,4,4th,15,15th,7,7th,22,22nd,1,1st,15,15th,19,19th,4,4th,3,3rd,7,7th,17,17th,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,12.8,38.1,1.9 days,STRONG,VERY STRONG,VERY STRONG,94.5,93.8,"2,017","2,018",42.7,EMERGING,41.777511,-87.681061
AUDUBON,Neighborhood,ES,"60,618",2018,FAR ABOVE AVERAGE,94,94th,86,86th,WELL ORGANIZED,88.7,73.9,34%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",95,95th,89,89th,97,97th,75,75th,97,97th,97,97th,97,97th,86,86th,85,85th,85,85th,67,67th,89,89th,89,89th,97,97th,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,STRONG,0.9,22.7,1.2 days,NEUTRAL,WEAK,VERY WEAK,95.6,95.6,"2,017","2,018",6.2,ESTABLISHED,41.945062,-87.681041
CHICAGO AGRICULTURE HS,Magnet,HS,"60,655",,MET EXPECTATIONS,,,,,WELL ORGANIZED,90,74.2,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,3.1,22.9,2.3 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,93.8,94,"2,017","2,018",14.5,NOT RATED,41.691221,-87.71777
BRADWELL,Neighborhood,ES,"60,649",2018,FAR BELOW AVERAGE,9,9th,9,9th,MODERATELY ORGANIZED,99.9,85.7,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",1,1st,7,7th,11,11th,7,7th,4,4th,26,26th,56,56th,1,1st,15,15th,2,2nd,20,20th,4,4th,5,5th,37,37th,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,58.3,49.8,1.9 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,92,94.4,"2,017","2,018",40.8,NOT RATED,41.754365,-87.557142
CHAPPELL,Neighborhood,ES,"60,625",2018,ABOVE AVERAGE,84,84th,81,81st,WELL ORGANIZED,92,67.9,33%,Not Achieved,Students learn better at healthy schools! This school achieved Healthy CPS and demonstrates a commitment to a healthy learning environment. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",93,93rd,93,93rd,63,63rd,69,69th,75,75th,89,89th,91,91st,67,67th,90,90th,68,68th,76,76th,70,70th,94,94th,89,89th,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,8.6,19.7,2.0 days,VERY STRONG,VERY STRONG,VERY STRONG,94.8,96.6,"2,017","2,018",4.1,EXEMPLARY,41.975894,-87.683264
BURNSIDE,Magnet,ES,"60,619",2018,ABOVE AVERAGE,72,72nd,48,48th,ORGANIZED,91.3,82.1,53%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",71,71st,72,72nd,67,67th,59,59th,73,73rd,65,65th,88,88th,34,34th,35,35th,40,40th,39,39th,52,52nd,47,47th,71,71st,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,3.4,39.5,1.8 days,STRONG,NEUTRAL,NEUTRAL,95.7,94.7,"2,017","2,018",18.9,EMERGING,41.728481,-87.607435
BYRNE,Neighborhood,ES,"60,638",,AVERAGE,65,65th,59,59th,ORGANIZED,96.9,94.3,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",34,34th,51,51st,64,64th,59,59th,76,76th,67,67th,85,85th,27,27th,52,52nd,72,72nd,57,57th,53,53rd,56,56th,79,79th,STRONG,WEAK,STRONG,NEUTRAL,STRONG,WEAK,1.1,36.8,1.9 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.2,94.5,"2,017","2,018",15.4,NOT RATED,41.795031,-87.791544
ARMOUR,Neighborhood,ES,"60,608",2018,AVERAGE,59,59th,43,43rd,WELL ORGANIZED,92.5,69.2,> 75%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",90,90th,65,65th,57,57th,45,45th,48,48th,29,29th,59,59th,82,82nd,61,61st,60,60th,31,31st,19,19th,17,17th,44,44th,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,0.7,14.3,3.5 days,STRONG,STRONG,NEUTRAL,94.6,95,"2,017","2,018",15.1,ESTABLISHED,41.833854,-87.650653
BEIDLER,Neighborhood,ES,"60,612",2018,BELOW AVERAGE,23,23rd,24,24th,WELL ORGANIZED,99.9,83.3,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",1,1st,6,6th,11,11th,12,12th,48,48th,68,68th,79,79th,3,3rd,3,3rd,11,11th,10,10th,29,29th,55,55th,75,75th,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,3,20.3,2.0 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.8,93.9,"2,017","2,018",37.2,ESTABLISHED,41.885321,-87.705855
BEASLEY,Regional gifted center,ES,"60,609",2018,AVERAGE,56,56th,37,37th,WELL ORGANIZED,86.3,55.2,31%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",41,41st,42,42nd,41,41st,64,64th,68,68th,63,63rd,66,66th,44,44th,21,21st,31,31st,54,54th,35,35th,29,29th,42,42nd,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,4.6,26.8,1.8 days,NEUTRAL,STRONG,STRONG,96.1,93.9,"2,017","2,018",28.1,EMERGING,41.798465,-87.625692
BROWN W,Neighborhood,ES,"60,612",2018,BELOW AVERAGE,26,26th,15,15th,PARTIALLY ORGANIZED,77.5,60,48%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",15,15th,4,4th,18,18th,31,31st,23,23rd,32,32nd,62,62nd,6,6th,11,11th,10,10th,12,12th,13,13th,11,11th,38,38th,WEAK,NEUTRAL,STRONG,WEAK,VERY WEAK,NEUTRAL,3.1,16.1,3.1 days,STRONG,NEUTRAL,VERY STRONG,93.3,93.7,"2,017","2,018",31.6,ESTABLISHED,41.882997,-87.670682
CARVER MILITARY HS,Military academy,HS,"60,827",,MET EXPECTATIONS,,,,,WELL ORGANIZED,77.5,78.6,37%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,5.3,42.6,3.4 days,NEUTRAL,NEUTRAL,STRONG,92.9,94,"2,017","2,018",54.9,EMERGING,41.65629,-87.59062
RYDER,Neighborhood,ES,"60,620",2018,AVERAGE,68,68th,60,60th,WELL ORGANIZED,89.8,84.1,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",87,87th,80,80th,64,64th,51,51st,65,65th,66,66th,69,69th,87,87th,68,68th,56,56th,46,46th,60,60th,54,54th,61,61st,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,0,0,0.0 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,96.3,93.4,"2,017","2,018",20.4,NOT RATED,41.735379,-87.638843
BURR,Neighborhood,ES,"60,622",2018,ABOVE AVERAGE,84,84th,79,79th,WELL ORGANIZED,97.6,87.9,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",89,89th,89,89th,85,85th,49,49th,90,90th,84,84th,85,85th,87,87th,82,82nd,77,77th,61,61st,90,90th,83,83rd,80,80th,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,0.2,6.7,2.0 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,96.5,96.5,"2,017","2,018",14.8,EMERGING,41.912358,-87.668661
ASHBURN,Small,ES,"60,652",2018,ABOVE AVERAGE,74,74th,56,56th,WELL ORGANIZED,83.6,79.6,46%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",84,84th,80,80th,56,56th,61,61st,58,58th,88,88th,86,86th,92,92nd,43,43rd,27,27th,29,29th,44,44th,81,81st,75,75th,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,NEUTRAL,3.2,16.7,2.3 days,STRONG,NEUTRAL,STRONG,94.5,96.2,"2,017","2,018",3.6,EXEMPLARY,41.742351,-87.70961
